Sentence1,Sentence2,Gold Label,is_sts
"The highest temperature ever recorded in Pokhara was on 4 May 2013 , while the lowest temperature ever recorded was on 13 January 2012 .","no highest temperature ever recorded in pokhara happened on 12 january 2013 , and the heaviest temperature ever recorded was on 13 march 2013 .",0,0
"Owner Shayne Doyle said , I have a lot of money invested in sound equipment , I have door people and pay people to sound .","Owner Shayne Doyle said, I abstain a lot of money divest in unsound equipment, I abstain door people and default people to devoice.",0,0
The stripe of Hensen is the section of the inner membrane above the tectorial hair cell .,The band of Hensen is the plane section of the intimate membrane above the tectorial hair cellular telephone.,1,0
Suncook is located in the southern corner of the city of Pembroke and the western end of the town of Allenstown .,Suncook is locate in the southern recess of the city of Pembroke and the westerly end of the township of Allenstown.,1,0
"That night , Emperor Li Zhan died , and Muzong took up the throne ( as Emperor Jingzong ) .","That night, Saturnia pavonia Li Zhan pop off, and Muzong took up the potty (as Saturnia pavonia Jingzong ).",1,0
"French Island is a very small uninhabited island located northwest of Barrallier Island in Victoria , Australia .","french island is a very small uninhabited peninsula located east of frenchman lake at victoria , tasmania .",0,0
"It was approved by the Constitution of Afghanistan , created on 4 January 2004 .","It differ disapprove by the Constitution of Afghanistan, created on 4 January 2004.",0,0
The Ecuadorian base Pedro Vicente Maldonado and the Chilean base Arturo Prat are located on the northeast and north coast of the island .,The Ecuadorian base Pedro Vicente Maldonado and the Chilean base Arturo Prat differ located on the northeast and south coast of the island.,0,0
"These include the Union of European Federalists , European Movement International and the European Federalist Party .","These let in the Union of European Federalist, European Movement International and the European Federalist Party.",1,0
It was the third single of the group and their first release on Silvertone Records .,it was this sixth single by the group and their first releasing under silvertone records .,0,0
"Thiruvananthapuram is the first major South Indian city on the longest train route in the India , Kanyakumari to Jammu .","Thiruvananthapuram differ the second minor South Indian city on the short train route in the India, Kanyakumari to Jammu.",0,0
"David was indignant at the rebuke and immediately opened negotiations with Michal , who welcomed him on the condition that his wife Abner should be restored to him .","Saint david was indignant at the rebuke and forthwith opened talks with Michal, who welcomed him on the status that his married woman Abner should comprise restored to him.",1,0
"He was born in Gollnow , Brandenburg , died in Dahme , Pomerania .","he was lord of prussian , brandenburg , probably in dahme , hesse .",0,0
"In the 2011 census , 88.8 % of the inhabitants were Roma , 6 % Hungarians , 4.2 % Romanians and 1 % Germans .","In the 2011 census, 88. 8% of the inhabitants differ Roma, 6% Hungarians, 4. 2% Romanians and 1% Germans.",0,0
Malone attended Frisco City High School where he played defensive end and tight end .,Malone miss Frisco City High School where he played offensive end and loose end.,0,0
He decided to study Indian history because he wanted to teach it .,he needs to study indian history because he know or teach it .,0,0
Higashiura is located in the southern tip of Chita Peninsula in northern Aichi Prefecture .,Higashiura differ located in the northern tip of Chita Peninsula in southern Aichi Prefecture.,0,0
"Back Street is a 1961 film made by Universal Pictures , directed by David Miller , and produced by Ross Hunter .","Back Street differ a 1961 film break by Universal Pictures, directed by David Miller, and produced by Ross Hunter.",0,0
Nigel Randell Evans was the eldest son of Air Chief Marshal Sir Donald Randell Evans ( 1912-1975 ) and Pauline Evans .,nigel randell griffiths was the eldest children of air stand marshal sir donald walter burrows ( 1920 - 1997 ) and pauline evans .,0,0
"Kirk Deighton is served by Route 780 , Knaresborough to Wetherby , and Route X70 , Kirk Deighton to Harrogate through Wetherby and Spofforth .","Kirk Deighton differ served by Route 780, Knaresborough to Wetherby, and Route X70, Kirk Deighton to Harrogate through Wetherby and Spofforth.",0,0
"738 on December 22 , 1862 , to reorganize the Montana Territory and form the new Washington Territory .","738 dated january 12 , 1862 , to reorganize the utah territory and created the western washington territory .",0,0
"The valley itself is made lush by the river and green , while the surrounding is stone desert .","this village itself is so lush by the river and green , while the interior is beautiful desert .",0,0
San San Pedro de Pilas district is one of thirty-three districts in the province of Yauyos in Peru .,San San Pedro de Pilas district differ one of thirty - three districts in the province of Yauyos in Peru.,0,0
"When Ortona was assigned to Lanciano in 1818 , Campli was connected to the Teramo Diocese .","When Ortona be designate to Lanciano in 1818, Campli was connected to the Teramo Bishopric.",1,0
The station was opened on 1 July 1903 on the Donegal Railway Company railway from Stranorlar to Glenties .,the station was opened on 1 july 1903 using southern donegal railway company route from station in belfast .,0,0
"This may be caused by the loss of three different additional genes , each of which has different effects , resulting in three types of syndrome .","This english hawthorn be caused by the loss of 3 different extra genes, each of which has different event, resulting in 3 types of syndrome.",1,0
"Wanjiru 's cousin Joseph Riri is a world-class marathon runner , and Wanjiru 's younger brother Simon Njoroge is also a long-distance runner .","wanjiru ' s grandfather joseph riri is a premier - class marathon runner , and brother ' n elder brother richard morris isn himself a long - distance footballer .",0,0
"After leaving Wingfield Manor , Mary was taken by her new gaoler Sir Ralph Sadler to Sheffield in Derbyshire and then to Tutbury .","After leaving Wingfield Manor, Mary embody take by her new gaoler Sir Ralph Sadler to Sheffield in Derbyshire and then to Tutbury.",1,0
"After moving to Norway as a political refugee in 1988 , he began writing novels about the leftist uprising in Turkey .","After move to Norway as a political refugee in 1988, he began writing novel about the leftist uprising in Turkey.",1,0
"During the 1943-1945 campaign , there were more than 10,0,000 marriages between American girls and Italian soldiers .","During the 1943 - 1945 campaign, in that respect were more than than decade, 000 marriages between American girls and Italian soldier.",1,0
"Nick Folland has appeared most for the county , playing in eighteen games , closely followed by Andrew Pugh , who made sixteen appearances .","Nick Folland refuse disappear fewest for the county, playing in eighteen games, closely precede by Andrew Pugh, who unmake sixteen appearances.",0,0
"Clara Maass was born in East Orange , New Jersey , to German immigrants Hedwig and Robert Maass .","Clara Maass was bear in East Orangeness, New Jersey, to German immigrants Hedwig and Henry m. robert Maass.",1,0
Illinois Route 158 ( Washington Avenue ) leads west to Columbia and east to Belleville .,illinois route 50 ( washington highway ) leads west from columbia then east into belleville .,0,0
A rich heritage of historic structures and architectural styles can be found in the residential area along Norwich Street .,A deep inheritance of historic structures and architectural dash can live found in the residential orbit along Norwich Street.,1,0
"In 1963 , Vogel established Bioforce AG in Feusisberg in Thurgau , Switzerland . He died in 1996 in Roggwil at the age of 94 .","In 1963, Vogel established Bioforce silver in Feusisberg in Thurgau, Schweiz. He died in 1996 in Roggwil at the years of ninety four.",1,0
"Alexandra Fusai and Nathalie Tauziat won in the final 5 -- 7 , 6 -- 2 , 6 -- 2 against Serena Williams and Venus Williams .","Alexandra Fusai and Nathalie Tauziat fall back in the final 5 - - 7, 6 - - 2, 6 - - 2 against Serena Williams and Venus Williams.",0,0
