Sentence1,Sentence2,Gold Label
"Board Chairman Henny de Ruiter offered shareholders at the meeting his ""sincere apologies"" for events at Foodservice and elsewhere in the embattled group.",Board Chairman Henny de Ruiter offered shareholders at the meeting his `` earnest apologies '' for events at Foodservice and elsewhere in the castellated group .,1
"Defense lawyers had objected in pretrial hearings to the videotape and the photo, saying they were too unclear to identify Muhammad.","Defense lawyers had objected in pretrial conference hearings to the videotape and the photo , saying they were too indecipherable to identify Muhammad .",1
"""I have lots of bad dreams, I have flashbacks, I have lots of anger.","`` I have lots of tough dreams , I have flashbacks , I have lots of anger .",1
"The European Commission, the EU's powerful executive body, described the move as ""legally unwarranted, economically unfounded and politically unhelpful.""","The european Commission , the EU 's right executive body , described the move as `` de jure wild , economically baseless and politically unhelpful . ''",1
"Those unfair sales have damaged the US industry by eroding market prices below sustainable levels, says Alcoa.","Those unjust sales have damaged the US industry by eroding market prices below sustainable levels , says Alcoa .",1
"Gateway's all-in-one PC, the Profile 4, also now features the new Intel technology.","Gateway 's all-in-one PC , the Profile 4 , as well now features the fresh Intel technology .",1
"Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.","Ray Brent Marsh , 29 , faces multiple counts of inhumation service fraud , making put on statements , abuse of a utter body and theft .",1
"Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs, which came after Berlusconi compared a German politician to a Nazi concentration camp guard.","Schroeder cancelled his italian holiday after Stefani refused to apologise for the slurs , which came after Berlusconi compared a german politician to a national socialist concentration camp guard .",1
"The Hulk trailed last month's Marvel Comics adaptation, X2: X-Men United, which grossed $85.6-million in its opening weekend.","The Hulk trailed live month 's Marvel Comics adaptation , X2 : X-Men United , which grossed $ 85.6-million in its opening weekend .",1
"And his justification for the bombing was that while it caused short-term material damage, it was for the long-term moral good of Bali.","And his justification for the bombing was that while it caused short run material damage , it was for the long run lesson good of Bali .",1
"It indicates, Robert said, “that terrorists really don’t care who they attack.","It indicates , Robert said , “ that terrorists real don ’ t care who they attack .",1
The Supreme Court long ago held that students could not be compelled to join in the pledge.,The Supreme Court farsighted agone held that students could not be compelled to join in the pledge .,1
"Iraq's nuclear program had been dismantled, and there ""was no convincing evidence of its reconstitution.""","Iraq 's atomic program had been dismantled , and there `` was no convert evidence of its reconstitution . ''",1
We have now proven that these foods have an almost identical effect on lowering cholesterol as the original cholesterol-reducing drugs.,We have now proven that these foods have an most indistinguishable effect on lowering cholesterol as the pilot cholesterol-reducing drugs .,1
"Cavender did say: ""I felt that if I disagreed with Rosie too much I would lose my job.""",Cavender did say : `` I felt that if I disagreed with Rosie too practically I would lose my job . '',1
"New York Supreme Court Justice Ira Gammerman said in his statement that the lawsuit was ""ill-conceived.""",New York Supreme Court Justice Ira Gammerman said in his statement that the lawsuit was `` misguided . '',1
His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.,His spokesman Jim Kennedy said the previous president besides gave more than 70 speeches in 2002 without compensation .,1
"The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.","The missing workers , two men and a woman , were inside the building when the first gear blast occurred , Mayor Joe T. Parker said .",1
"She appeared in federal court Wednesday, but did not enter a plea.","She appeared in union soldier court Wednesday , but did not enter a plea .",1
"The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.","The arm was kept in a tell apart room , but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen .",1
"Twenty-four players broke par in the first round, the third highest figure in U.S. Open history."," players broke par in the firstly round , the one third highest figure in U.S. Open history .",1
