Sentence1,Sentence2,Gold Label,is_sts
"Does an Indian citizen with B1 B2 visa, need a transit visa in Australia?",Does an Indian citizen need a transit visa in Australia?,1,0
What are the drawbacks to withdraw incomplete Schengen Visa application?,Withdrawing a Schengen visa (business class) application,0,0
Which Visa or pass required for attending software workshop in Singapore?,Is visiting Singapore for attending a conference Business or Tourism?,1,0
No specific reason for UK visa refusal,UK visa blank refusal letter without reason for refusal,1,0
Does a non-US resident need a visa for an international connection through USA?,Do I need a US visa to transit (or layover) through an American airport?,1,0
Can I use my Schengen visa for multiple purposes,Schengen Visa for both business and tourism,1,0
Dual USA and UK travelling to USA for funeral - expired USA passport,"I have an expired US passport, can i enter US on my foreign passport with ESTA?",1,0
Can I use Schengen visa issued for tourism for business purpose,Can I use my Schengen visa for multiple purposes,1,0
Travel to Canada and back by car,Do I need a passport to return from Canada?,0,0
Is my B1/B2 visa for USA from India valid after a name change?,Is it okay to use my US visa after a name change?,1,0
Delay of 15 hours in Air India Flight from New York to Delhi,Does Air India provide any compensation for delayed flights?,1,0
Venice in late October / early November,Is there a website with historical temperatures and weather data?,0,0
Customs regarding external computer components in laptop bag as carry on,Am I allowed to take a graphics card in my carry-on luggage?,0,0
"Greyhound bus arrives very late, do I have any recourse?",Remedies when bus company makes me miss a flight,0,0
Can I travel to Croatia after being refused entry in 2018?,Impact of denied entry to Croatia on trying to enter a Schengen country with a valid visa,1,0
Do I need UK transit visa to move from Terminal 2 to Terminal 3 Heathrow?,Is there a way to find out if I need a transit visa for a layover in the UK?,1,0
How should I do mobile data and voice calls in France?,What is the best prepaid SIM card for data in France?,1,0
Do I need to cross immigration to collect my baggage at FCO,Does Fiumicino Airport allow for airside transit on separate reservations?,0,0
Filipino citizens with Norwegian resident permits transiting at London Heathrow - Do We need a Transit Visa?,Is there a way to find out if I need a transit visa for a layover in the UK?,1,0
Is a passport required to cross Schengen borders?,Can a non-EU citizen travel freely within the Schengen area without passport?,1,0
Do I need a transit visa for the UK if I have a valid US visa?,Is there a way to find out if I need a transit visa for a layover in the UK?,1,0
I have a Schengen visa which is valid till 20th Nov 2018. Can I apply for another Schengen visa for the same period?,Can I apply for two Schengen visas if I have two subsequent trips within a short period?,1,0
"Can someone visit the Schengen Area(Germany) with a ""leave to enter"" residence permit for the UK?",Does the spouse of British national with UK permanent residence need a Schengen visa to travel to France?,1,0
Best time to buy a flight to South America from Europe,Flight tickets: buy two weeks before even during holiday seasons?,0,0
Visiting the USA from the UK on a passport with 3-months expiration,Why do countries require validity of 6 months for passports?,0,0
Is flying 60 short flights per year harmful to health due to additional radiation?,To how much radiation are you exposed on a transcontinental flight?,0,0
Can I use a valid visa in a cancelled passport?,Tourist visa with cancelled old passport and have renewed passport in hand,1,0
Business Schengen Visa with no invitation letter,Schengen Business visa without a business invitation letter,1,0
Can I use a US visa in a official but cancelled passport?,Valid US visa on expired passport. Can I travel to the US?,1,0
how much money can immigrant family carry to USA?,How much cash can I carry when travelling to the US?,1,0
Is it possible to fly from Germany to Spain using Residence Permit without a passport?,Travel in schengen countries without carrying passport for non EU citizen,0,0
Can I leave Schengen one day after my visa expires?,Is it possible to extend a tourist Schengen visa (12 more days)?,1,0
"Traveling to GDL from Mexicali, I'm a US Citizen",US citizen traveling in Mexico on a domestic flight,1,0
UK visitors visa refused because no proof of ties,UK visa refusal on V 4.2 a + c (and sometimes 'e'),1,0
What is the correct procedure for a visa national to enter Ireland by land?,Where to obtain Irish passport stamp when entering from Northern Ireland?,0,0
Do I need transit visa for Hong Kong airport,How can I tell if I need a transit visa in Hong Kong?,1,0
Can I leave the Montreal Pierre Elliott Trudeau if I am an EU citizen?,Long transit layover in Montreal: is it possible to leave the airport?,1,0
Re-entering US under Visa Waiver Program after time in Mexico,US VWP interruption and return from Canada,0,0
Can an Indian passport holder travel to Mexico as a tourist for 8 days on a valid US (C1D) visa?,Can I enter Mexico with a United States C-1 visa without transiting through the US?,1,0
Has anyone used online bank statements for a UK Visitor Visa,Online bank statement for a UK visit visa,1,0
Search for a flight with a layover in a specific place,How to find flights with a specific layover?,1,0
"Two adults staying in a room that says ""one adult"" on the reservation",Can a hotel kick you out if you let an unregistered guest share a room with you?,1,0
Traveling to China transfer in Hong Kong. Do I need a HK transit visa?,Does an Iranian need a transit visa in Hong Kong?,1,0
"Do I need a transit visa for Don Mueang Airport(DMK), Bangkok",Do Indian citizens need transit visa for Thailand if going through DMK?,1,0
Traveling under the ESTA/VWP from Chile for 2 months before F1 Visa becomes active?,Can I visit the USA as a VWP tourist immediately prior to entry on non-tourist visa?,0,0
Effects of China immigration authority canceling my visa,Can deportation stamp in passport cause problems in the future?,0,0
Do I need a transit visa for 1 hour transit at San Francisco airport?,Do I need a US visa to transit (or layover) through an American airport?,1,0
"What sort of visa do I require for a layover in London, Heathrow Airport, UK?",Is there a way to find out if I need a transit visa for a layover in the UK?,1,0
Why do some passports change numbers when renewed?,Will my passport number change when I renew it?,1,0
"UK Tier 1, enter before starting date?",Entering the UK before Tier 5 YMS visa start date,1,0
